crw_news_date,published,title,text,url_news,web_site,id_news,crawling_date_feed
2020-08-06 13:15:10.809806,"Thu, 06 Aug 2020 12:08:08 GMT",Bank of England: Coronavirus downturn less severe than feared,"Image copyright Getty Images  The UK economic slump caused by Covid-19 will be less severe than expected, but the recovery will also take longer, the Bank of England has said.  The faster easing of lockdown measures and a ""more rapid"" pick-up in consumer spending meant the economy rebounded earlier than it had assumed in May.  Spending on clothing and household goods were back to pre-Covid levels.  However, the Bank warned of a ""material"" rise in unemployment this year as it held interest rates at 0.1%.  Governor Andrew Bailey said recent data suggested the recovery in consumer spending was gaining traction, while spending on food and energy bills remained above pre-Covid levels.  He said: ""We have had a strong recovery in the last few months. The pace puts the economy ahead of where we thought it would be in May.""  However, Mr Bailey cautioned against reading too much into recent data: ""We don't think the recent past is necessarily a good guide to the immediate future,"" he said.  The Bank said spending on leisure and entertainment, which accounts for a fifth of all consumer spending, remained subdued.  Business investment was also weak, which would weigh on the recovery.  Slower recovery  The Bank expects the UK economy to shrink by 9.5% this year.  While this would be the biggest annual decline in 100 years, it is not as steep as its initial estimate of a 14% contraction.  The Bank said the UK still faced its sharpest recession on record, with the outlook for growth now ""unusually uncertain"".  Mr Bailey said it was the ""largest quantum of uncertainty in a forecast"" that policymakers had ever published.  The Bank expects the UK economy to grow by 9% in 2021, and 3.5% in 2022, with the economy forecast to get back to its pre-Covid size at the end of 2021.  This compares with growth estimates of 15% and 3% respectively, in a scenario the Bank set out in May.  Unemployment is expected to almost double from the current rate of 3.9% to 7.5% by the end of the year as government-funded support schemes come to an end.  Average earnings are also expected to shrink for the first time since the financial crisis.  The Bank said more workers faced a pay cut or freeze in 2020, adding: ""In many cases, bonuses have been scaled back or withdrawn altogether for this year.""  Its latest forecasts are based on the assumption that there is no second wave of the virus and that there is a smooth transition to a new EU free trade agreement at the start of 2021.  More than nine million jobs have been furloughed under the government's job retention scheme, but the Bank expects most of those furloughed to go back to work as the economy recovers.  Unions have urged Chancellor Rishi Sunak to extend the scheme beyond October to avoid mass job losses. However, Mr Bailey told the BBC it was right to focus on helping people to find new jobs.  ""It's been a very successful scheme, but he's right to say we have to look forward now,"" he said.  Meanwhile, a fall in energy prices and the temporary VAT cut for hotels, theme parks and other hospitality businesses means the cost of living is expected to barely rise this year.  The Bank expects inflation, as measured by the consumer prices index (CPI), to fall close to zero by the end of 2020, before gradually rising back to its target of 2%.  Negative rates 'under review'  The Monetary Policy Committee (MPC) said it would not even think about raising interest rates until there was ""clear evidence"" the recovery had taken hold.  Mr Bailey also signalled that policymakers were against using negative interest rates any time soon, adding that such a move may have unintended consequences.  It could stop the UK's already fragile banks from lending, or lead to customers withdrawing their money and holding it in cash.  Policymakers also noted that High Street banks would find it difficult to cut savings rates below zero.  ""They are part of our toolbox,"" said Mr Bailey. ""But at the moment we do not have a plan to use them.""  Image copyright Getty Images  He said the public may find the policy difficult to understand. ""There would be a lot of explaining to do on what this means, why we're doing it, and what the benefits would be.""  Ruth Gregory, an economist at Capital Economics, said the Bank was likely to increase its money printing programme by a further £100bn later this year.  She also expects the Bank to keep interest rates at 0.1% ""or below"" for ""at least five years"".  Are banks passing rate cuts on?  Millions of households that already had a variable-rate mortgage have benefitted from recent interest rate cuts.  However, the Bank said borrowing had become more expensive over the past six months for first-time buyers and others moving up the property ladder, particularly for people with small deposits.  Banks also continued to reduce rates on savings accounts. The average instant-access savings account now pays 0.1% annual interest, compared with 0.4% in February.  Lenders said they were restricting credit due to the uncertain economic outlook.  One in six mortgages in the UK is currently subject to a payment holiday because of the pandemic.  The economic damage may have been been less catastrophic than feared in recent months, but the Bank thinks the scars will remain for longer, both to activity and jobs.  The Bank believes it will take the economy until the end of 2021 to get back to pre-crisis activity. Crucially it admits the risks are to the downside - not least as it assumes that the health risks from the virus and restrictions gradually recede, with no significant resumption of a widespread lockdown. That could prove a serious setback.  What then? The key to our recovery is consumer spending - and the interest rates that might shape that are at record lows already. Could we be heading into the uncharted territory of negative rates, where savers are effectively charged to deposit cash? It seems unlikely. The Bank has been taking a closer look at that tool and concludes it could be ""less effective ...to stimulate the economy"".  It does have other tools - the Bank has supported cashflow across the economy by pumping funds into financial markets via quantitative easing and participating in some loan schemes.  But it may have to rely increasingly on the chancellor to give the economy emergency aid in the event of further trouble.",https://www.bbc.co.uk/news/business-53675467,http://feeds.bbci.co.uk/news/uk/rss.xml,ad8ba8cb9df0afbfefe2029987919988b464bcd3843189292cbbb7c6ccbe5769,2020-08-06 13:15:10.504906
2020-08-06 13:15:11.004931,"Thu, 06 Aug 2020 11:54:39 GMT",Aberdeen coronavirus outbreak: Number of cases rises to 79,"Image copyright PA Media Image caption Pubs and restaurants in the city closed their doors on Wednesday  The number of coronavirus cases linked to an outbreak in Aberdeen has increased to 79 - with more expected in the coming days.  Lockdown restrictions were imposed in the city on Wednesday after a virus cluster of 54 cases was identified.  First Minister Nicola Sturgeon said an additional 25 cases had been confirmed since then.  A further 30 cases are being investigated to see if they are linked, while 233 contacts have been traced.  Ms Sturgeon said the figures ""underline why it was so important that we took strong and decisive action yesterday to try to keep this outbreak under control.""  She added: ""I, unfortunately, would expect to be standing here tomorrow reporting growth beyond the numbers today"".  The cluster in Aberdeen has been linked to pubs and restaurants in the city - which were all told to close for at least seven days as part of the local lockdown measures.",https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-53672793,http://feeds.bbci.co.uk/news/uk/rss.xml,304bbd551bbc305c41eb06779645b95b317ce1afc8e9ee8f138ce96683521147,2020-08-06 13:15:10.504906
2020-08-06 13:15:11.203439,"Thu, 06 Aug 2020 12:07:43 GMT",Christian B: Madeleine McCann suspect's rape appeal 'likely invalid',"Image caption Christian B has been named as the suspect in Madeleine McCann's disappearance  The prime suspect in the Madeleine McCann case has been advised his appeal against a rape conviction is invalid by a European Court of Justice official.  Christian B, a 43-year-old man currently in prison in Germany, is appealing against his conviction for raping an American woman in 2005.  The attack took place in Praia de Luz, Portugal - the same area where three-year-old Madeleine disappeared in 2007.  His appeal hinges on a legal point relating to his extradition to Germany.  Suspects' surnames are not usually revealed in Germany for privacy reasons.  Christian B's legal team has challenged the European arrest warrant issued over the 2005 rape charge.  He was extradited from Italy to Germany two years ago on drug trafficking charges, and later convicted of the rape of the 72-year-old American woman and sentenced to seven years in prison.  The German court handling the appeal sought guidance from the Luxembourg-based European Court of Justice (ECJ), which gave a non-binding opinion that German authorities did not have to get permission from Portugal for the rape charge. Italy agreed he could be tried on the rape charge.  Advocate General Michal Bobek said the appeal did not appear valid because Christian B left Germany voluntarily after his first extradition from Portugal, so Portuguese authorities have no role to play.  The final judgement will be made by ECJ judges at a later date.  If that appeal is successful, Christian B could go free next year, at the end of his jail term for the drug offence. He has not been convicted of any crime related to Madeleine McCann.  Christian B was revealed as the main suspect in the case in June, as German and UK police made a fresh appeal for information about Madeleine's disappearance.  He is believed to have been in the area where Madeleine was last seen while on holiday in the Algarve in Portugal.  Police said he was regularly living in the Algarve between 1995 and 2007 and had jobs in the area, including in catering, but also committed burglaries in hotels and dealt drugs.  Image copyright PA Image caption Madeleine McCann was three years old when she went missing in 2007  German prosecutor Hans Christian Wolters, who is leading the Madeleine investigation, has previously said prosecutors have evidence that leads them to believe Christian B killed her, but it is not strong enough to take him to court.  After the appeal he said: ""Ultimately, we cannot influence the decision because it is not related to the McCann investigation.  ""This does not affect our investigations, but of course we would like to know where our suspect is.  ""As long as he is in custody, we know this.""  Last month, the Metropolitan Police said the case remained a ""missing persons"" investigation in the UK because there was no ""definitive evidence"" as to whether Madeleine was alive or not.  Also in July, a police search was carried out at an allotment in Hanover which it is understood was rented to Christian B in the year of her disappearance.",https://www.bbc.co.uk/news/uk-53676474,http://feeds.bbci.co.uk/news/uk/rss.xml,7f537bd6462788b8b80a370591f0bbb5a5843cef254484081950b35b6f6e9430,2020-08-06 13:15:10.504906
2020-08-06 13:15:11.428288,"Thu, 06 Aug 2020 09:01:50 GMT",Coronavirus: Safety concerns halt use of 50 million NHS masks,"Image copyright Getty Images Image caption FFP2 respirator masks such as these are used by healthcare workers  Fifty million face masks bought by the government in April will not be used in the NHS because of safety concerns.  The government says the masks, which use ear-loop fastenings rather than head loops, may not fit tightly enough.  They were bought for healthcare workers from supplier Ayanda Capital as part of a £252m contract.  Ayanda says the masks met the specifications the government had set out. The government says its safety standards process is ""robust"".  It has emerged that the person who originally approached the government about the deal was a government trade adviser who also advises the board of Ayanda.  But he told the BBC his position played no part in the awarding of the contract.  Calling for a National Audit Office investigation into the government's ""mishandling of PPE procurement"", Labour MP Rachel Reeves said: ""The latest PPE scandal cannot be swept under the carpet.""  Skip Twitter post by @RachelReevesMP The Conservative Government allowed the PPE stockpile to run down & then bought 50 million unusable masks from an offshore finance company with no history of providing NHS equipment. Our health workers were not fully protected. Tragically lives were lost. https://t.co/I7AGVhukdU — Rachel Reeves (@RachelReevesMP) August 6, 2020 Report  Skip Twitter post 2 by @RachelReevesMP The latest PPE scandal cannot be swept under the carpet. Last month Labour called for a National Audit Office investigation into the Government’s mishandling of PPE procurement. These mistakes can never happen again. We owe it to all those who care for us. https://t.co/JXyPrSyCMQ — Rachel Reeves (@RachelReevesMP) August 6, 2020 Report  In the early weeks of the pandemic the NHS experienced severe shortages of personal protective equipment (PPE).  The government says it had to find new suppliers quickly to meet demand and to compete with rising global competition.  On 29 April the Department of Health and Social Care signed the £252m contract with Ayanda Capital Limited to supply two types of face masks.  The most expensive part of the order consisted of 50 million FFP2 respirator masks, which are designed to protect healthcare workers from inhaling harmful particles.  Image caption The government bought 50 million masks like these with ear loops  According to legal papers seen by the BBC, the government says these masks will now not be used in the NHS because of a safety issue.  The document says that there is concern about whether they would fit adequately.  To be effective these types of face mask need to fit tightly to create a seal between the mask and the wearer's face.  Anyone who wears them for work is required to undergo a face fit test.  ""The face fit is either a pass or a fail and there are more fails on products with ear loops than there are on products with head harnesses,"" says Alan Murray, chief executive of the British Safety Industry Federation.  ""That means that it wouldn't necessarily provide the protection that was required from it.""  It is not clear what will happen now to the 50 million masks.  Ayanda Capital also supplied 150 million Type IIR masks, which the government says are unaffected.  Most have now been delivered but they have not yet been released for use in the NHS and are awaiting further testing.  'Staggering' amounts spent  The information was disclosed in a legal response to the Good Law Project, which is seeking to challenge the government in the courts over three PPE contracts it awarded, including Ayanda Capital's.  The campaign group argues the government's awarding of contracts directly to companies during the pandemic, rather than opening them to competition, may have been unlawful.  ""It's taken this extraordinary sum of public funds and wasted it on PPE that it itself says cannot be released for use in the NHS because it's not safe,"" said Jolyon Maugham, the Good Law Project's director.  ""We do think that it's important that the court take a look at these contracts, that it declare them to be unlawful and that there be full transparency of how these staggering amounts of public money have been spent.""  Government adviser  The government has also disclosed that the original approach to sell the masks came not from Ayanda Capital but from a businessman called Andrew Mills.  His company, Prospermill, had secured the rights to the full production capacity of a large factory in China to produce masks and was able to offer a large quantity almost immediately.  But the legal document seen by the BBC notes that Mr Mills requested the government instead sign the contract for the masks with Ayanda Capital, whose board he advises, because it could arrange overseas payment more quickly.  What do I need to know about the coronavirus?  Mr Mills is also an adviser to the UK Board of Trade.  He told the BBC his position played no part in the award of the contract, which was subject to the same evaluation as all offers made in response to the government's request for help.  Ayanda Capital Limited said: ""The masks supplied went through a rigorous technical assurance programme and meet all the requirements of the technical specifications which were made available online through the government's portal.  ""There are provisions in our contract for product to be rejected if it did not meet the required specification as per the contract. These provisions have not been activated.""  A government statement said: ""Throughout this global pandemic, we have been working tirelessly to deliver PPE to protect people on the frontline.  ""Over 2.4 billion items have been delivered, and more than 30 billion have been ordered from UK-based manufacturers and international partners to provide a continuous supply, which meets the needs of health and social care staff both now and in the future.  ""There is a robust process in place to ensure orders are of high quality and meet strict safety standards, with the necessary due diligence undertaken on all government contracts.""  The government previously revealed that some test kits, produced by Randox laboratories for NHS Test and Trace, may not have met its required safety standards and suspended their use in July.",https://www.bbc.co.uk/news/uk-53672841,http://feeds.bbci.co.uk/news/uk/rss.xml,a202d849049f2481028b1643ec7705f3d368f204a587c137fe2fd03a38108752,2020-08-06 13:15:10.504906
2020-08-06 13:15:11.642100,"Thu, 06 Aug 2020 11:55:05 GMT","Caroline Flack 'hit boyfriend over cheating fears', inquest hears","Image copyright Reuters Image caption Caroline Flack was found dead at her home in Stoke Newington  Caroline Flack struck her boyfriend while he slept because she suspected he was cheating, an inquest has heard.  The ex-Love Island host was found ""covered in blood"" while Lewis Burton had a head wound in December 2019.  A senior officer said a decision to bring an assault charge - after prosecutors initially pursued a caution - was not ""motivated"" by celebrity.  But Ms Flack's mother Chris said if ""it was an ordinary person, you wouldn't have been bothered"".  Ms Flack was found dead at her home in Stoke Newington, London in February, while she was facing trial accused of assaulting Mr Burton - a charge she denied.  The inquest at Poplar Coroner's Court previously heard the Crown Prosecution Service (CPS) had sought a caution, but withdrew it after the Met Police said it believed it was in the public interest to charge Ms Flack with assault.  Image copyright PA Media Image caption Witnesses and lawyers are listening into the hearing at Poplar Coroner's Court remotely  A section from the police incident report was read out in court earlier, in which Ms Flack said: ""I did it, I whacked him round the head like that"", gesturing a swinging motion with her right hand to police.  She told officers: ""I admit I did it. I used the phone.""  Based on this evidence the CPS decided to caution Ms Flack for assault, but Scotland Yard urged the CPS to push ahead with a prosecution, the inquest heard.  Det Insp Lauren Bateman told the inquest Ms Flack had not made it clear in a police interview later what she was admitting to.  During the interview, Ms Flack said she had flicked Mr Burton ""to wake him up"", and did not believe she caused his injury.  Image copyright PA Media Image caption Flowers were left outside Caroline Flack's former home after she died in February  Coroner Mary Hassell suggested Det Insp Bateman was ""splitting hairs"" in what she considered to be Ms Flack's admission of guilt.  But the officer replied: ""In my view, it wasn't a clear admission of what had happened.""  Det Insp Bateman said a senior lawyer had to make the final decision whether or not a caution was insufficient, and in her opinion a caution for the sort of offence was not in line with guidance.  At the inquest Ms Flack's mother criticised the police decision.  She told Ms Bateman: ""No real evidence was put forward. If it was an ordinary person, you wouldn't have been bothered.  ""You should be disgusted with yourself.  ""That girl killed herself because you put an appeal through.""  Image copyright PA Media Image caption Ms Flack was due to face trial for assault in March  Det Insp Bateman told the inquest the decision to charge Ms Flack was ""absolutely not"" motivated in part by her celebrity status.  She said: ""I would have done exactly the same if it had been anyone.""All I can say is I was not biased and I treat everyone the same.""  The inquest is due to conclude later.  You can find information and support for issues raised in this article on the BBC Action Line website.",https://www.bbc.co.uk/news/uk-england-london-53679454,http://feeds.bbci.co.uk/news/uk/rss.xml,b6b0d43d3d5b18f32462497d7bc08b9c02eb307710ffe76ac72d7c7bbc795d59,2020-08-06 13:15:10.504906
2020-08-06 13:15:11.841149,"Thu, 06 Aug 2020 08:20:35 GMT",Grace Millane killer appeals against conviction and sentence,"Image copyright Millane Family Image caption Grace Millane was last seen alive on the eve of her 22nd birthday in Auckland, New Zealand  The man who killed British backpacker Grace Millane in New Zealand has begun an appeal against his murder conviction and sentence.  The 28-year-old, who cannot be named, was jailed for at least 17 years after a jury found him guilty of murdering Ms Millane in an Auckland hotel in 2018.  After her death he hid her body in a suitcase and buried her in bushland.  His appeal is based around elements of the trial process as well as the length of the minimum non-parole period.  At his trial last year, the killer claimed Ms Millane, who was last seen on the night before her 22nd birthday, had died accidentally, after the pair engaged in rough sex that went too far.  But a jury in November rejected that argument and found him guilty of murder.  New Zealand media outlet Stuff said the appeal was based around how much emphasis was placed on the element of consent, expert evidence, probability, and the negative evidence given by other women about his character.  Ms Millane, from Wickford, Essex, met her killer on dating app Tinder while travelling in Auckland in December 2018.  The trial heard the pair spent the evening drinking before returning to the man's room in the CityLife hotel in central Auckland where he killed her.  He then disposed of her body by burying it in a suitcase in the Waitākere Ranges, a mountainous area outside the city.  After he was sentenced in February, Ms Millane's mother Gillian told the killer she was ""absolutely heartbroken that you have taken my daughter's future and robbed us of so many memories that we were going to create"".  Defence lawyer Rachael Reed QC reportedly told the appeal hearing: ""I do not in any way seek to condone or excuse his actions after Miss Millane's death. I cannot and will not do so - they are inexcusable.""  But according to the New Zealand Herald, she argued the jury should have had more direction around consent issues and ""more balanced"" direction on the expert evidence, and said the sentence was ""manifestly unjust"".  Crown prosecutors said the appeal grounds around consent instructions were ""flimsy"" and the sentence was not manifestly excessive, the Herald reported.  The appeal court has reserved its decision.",https://www.bbc.co.uk/news/uk-england-essex-53674248,http://feeds.bbci.co.uk/news/uk/rss.xml,2f3a492ab3a94497e9a25633fb3279e8fd9df8f575f981f44bb18cecbe7c1afb,2020-08-06 13:15:10.504906
2020-08-06 13:15:12.036691,"Thu, 06 Aug 2020 10:15:11 GMT",High-cost lenders using 'exotic holidays' to encourage debt,"Image copyright Getty Images  High-cost lenders are using pictures of holidays and ""nudge"" tactics to encourage vulnerable people to take on more debt, the finance watchdog says.  The Financial Conduct Authority found borrowers were getting into financial trouble after taking on extra credit.  Lenders are accused of poor practice by using online accounts and apps to encourage consumers to borrow more.  ""Repeat borrowing could be a strong indicator of levels of debt that are harmful to the customer,"" the FCA said.  It reported firms using images of exotic locations to suggest consumers take on extra borrowing to have a holiday.  Some use ""nudge"" techniques such as appealing to social norms by suggesting that relending is common practice and normal behaviour.  Laura Suter, personal finance analyst at investment platform AJ Bell, said: ""As a large chunk of the population has been forced into debt by the current Covid-19 crisis, the regulator is clearly worried about debt companies using misleading marketing and pushy tactics to keep customers in high-cost debt.""  Debt adviser Sara Williams, who writes the Debt Camel blog, said it was good that the FCA had recognised the harm caused by repeat lending.  ""If you have had to take a high-cost loan, you are often left short of money and are then vulnerable to marketing offering you another loan as being 'easy' and 'convenient', but this traps people in expensive debt for much longer,"" she said.  Juggling repayments  High-cost credit customers are more likely to be vulnerable, have low financial resilience and poor credit histories, the watchdog said in its review.  They often have several debts forcing them to juggle repayments, sometimes having to prioritise which debts to pay when they do not have enough money for all.  But lenders target vulnerable borrowers with marketing messages which emphasise the ease, convenience and benefits of taking more credit.  The FCA said it was concerned that lenders were not balancing their marketing messages with warnings about the risks of people taking on more debt than they could afford.  ""Before the pandemic we saw increasing numbers of complaints about high-cost lenders' relending practices, which showed that firms had failed to adequately assess affordability, and they were not relending in a way that was sustainable for customers,"" said Jonathan Davidson, executive director of supervision, retail and authorisations at the FCA.  The watchdog said lenders should assess whether further borrowing is in the customer's best interests.  ""Rigorous affordability assessments are key to avoiding harm in this area, and firms should ensure they are making proportionate and responsible assessments of the sustainability of borrowing,"" it said.  Coronavirus pressures  Looking ahead, the FCA said it had been forced to act to help consumers who were under additional financial pressure due to the impact of coronavirus.  It has encouraged firms to offer payment deferrals to help struggling borrowers.  ""We are closely engaged with firms to understand the impacts of the pandemic on consumers,"" said Mr Davidson.  ""Where consumers are experiencing payment difficulties, we encourage them to contact their credit provider as soon as possible and explain their situation and get the help that lenders have agreed to provide.""  Laura Suter warned that during the pandemic more people had been using payday loans or doorstep lending either to pay their normal bills or to pay off other debt.  ""That becomes a very slippery slope that's tough to get out of,"" she said. ""Any crackdown on these practices would be good news for consumers at a time when many find themselves in spiralling debt.  ""This is particularly the case as the Covid-19 measures introduced by the regulator to ease the burden of debt, such as payment holidays or reductions in interest rates, start to be unwound and people face hefty bills for their borrowing.""",https://www.bbc.co.uk/news/business-53677876,http://feeds.bbci.co.uk/news/uk/rss.xml,e77ec76fa2d490822b7aa3dd69c6c6c0d8ef55461f4995344ac127183171a343,2020-08-06 13:15:10.504906
2020-08-06 13:15:12.253910,"Thu, 06 Aug 2020 10:46:06 GMT",Robert Jenrick defends overhaul of England's 'outdated' planning system,"Image copyright Reuters  Sweeping changes to the ""outdated"" planning system in England will make it easier to build much-needed new homes, the housing secretary has said.  Robert Jenrick said local people would not be able to block developments in designated ""growth"" zones.  The changes were needed to speed up the planning process, he told BBC Radio 4's Today programme.  But critics say they could lead to ""bad-quality housing"" and loss of local control over development.  The government says it wants reduce the number of planning cases that get overturned at appeal by creating a ""clearer, rules-based system"".  Mr Jenrick told Today local people would get a ""meaningful say"" at the start of the planning process, when local plans are drawn up, but will not be able to block new schemes after that.  He claimed local people ""did not have a great deal of influence"" over the current planning system and that few people engaged with it.  He told BBC Breakfast: ""We have a major housing challenge but also a major economic challenge and a lot of people's jobs depend on this industry.  ""We think our new system will still be democratic, it will still have local engagement, but it will be much faster and help us to meet the needs of the next generation.""  'Slum housing'  Mr Jenrick also wants to change the way developers contribute to the cost of building affordable housing in every new project.  The government will introduce a national charge for developers - replacing the existing Section 106 agreements and the Community Infrastructure Levy - to fund projects such as schools, roads and GP surgeries, and a fixed proportion of affordable homes in a development.  Labour's shadow housing minister Mike Amesbury said: ""This is a developer's charter that will see communities sidelined in decisions and denied vital funding for building schools, clinics and community infrastructure.""  Alan Jones, President of the Royal Institute of British Architects said: ""While there's no doubt the planning system needs reform, these shameful proposals do almost nothing to guarantee the delivery of affordable, well-designed and sustainable homes.""  He said that taken together with moves to allow more commercial premises to be converted into homes without planning permission, ""there's every chance they could also lead to the creation of the next generation of slum housing"".  Mr Jenrick said such criticism was ""complete nonsense"", insisting that ""design and quality"" were central to the government's plans.  Planning rows raise high passions.  For Jacky Nabb, a proposal to build 3,000 houses near her home in the Oxfordshire countryside felt to her like ""somebody just twisted my stomach"".  She added: ""It sounds really dramatic, but it broke my heart.""  There has been a four-year battle over the prospective new town at Chalgrove - and a broader plan for local homes - with bitter political skirmishing and the personal intervention of the housing secretary.  But still, not a single brick has been laid here.  Image caption Jacky Nabb is embroiled in a local planning battle  It is exactly this sort of delay ministers want to sweep away.  Under their policy, once a local plan is agreed, developers in some places could press on with confidence.  But local Conservatives have opposed the Chalgrove plan too, just as they have many other developments.  Will the government hold firm should campaigning Tories - under fire from home-owning voters - turn on this policy?  Making yet another announcement about homes is easy. Turning it into real change will require political courage.  Under the government's proposals, which have gone out to consultation, land will be divided into three categories - ""growth"", ""renewal"" or ""protected"".  If land is designated for ""renewal"" councils would have to look favourably on new developments. In ""growth"" areas, new homes, hospitals and schools will be allowed automatically.  Areas of outstanding natural beauty and the green belt will come under the ""protected"" category and ""beautiful buildings"" will be fast-tracked through the system.  The White Paper proposes that all new streets should be tree-lined and ""all new homes to be carbon-neutral by 2050, with no new homes delivered under the new system needing to be retrofitted"".  The plans also include the ""first homes scheme"", to provide newly built homes at a 30% discount for local people, key workers and first-time buyers.  The chairman of the Local Government Association, James Jamieson, said the government's claim that the planning system was a barrier to house building was ""a myth"".  Mr Jamieson said nine out of 10 planning applications were approved by councils, but that more than a million homes given permission in the last decade had yet to be built.  Homeless charity Shelter said 280,000 homes received permission in England between 2011 and 2016 but were never built.  BBC Reality Check said there had been criticism in recent years of the amount of time it took to get planning permission, but also said many developers secured planning permission and then did not immediately build.  How many years does it take to get planning permission for different-sized developments?  It's hard to be sure about these proposals from the environmental perspective because key details are missing.  One policy unifies green critics - the plan to make all homes carbon-neutral by 2050.  Labour promised to achieve that by 2016 and environmentalists condemned the later date as ""pitiful"".  They also fear the zoning system will do little to help the wildlife that lives outside protected areas.  The current system governed by councillors is very flexible. The zoning system would be more rigid.  Apart from that, confusion abounds.  What happens, for instance, if citizens devising their local plan decide their whole area should fall into the ""protected"" category? Can they reject all new homes on their patch?  If so, what's the role of the government's housing targets?  Perhaps answers will emerge. But I'm told some officials in the department think these plans have been rushed and are rather a ""dog's dinner"".  A number of new planning measures were announced by the government in June.  From September, home owners will be allowed to build above their properties without going through the normal planning process and developers will be able build above - or demolish and rebuild - vacant premises, or change the use of town centre shops, without planning permission.  Builders will also be allowed to convert a wider range of commercial properties into homes - despite criticism in a government-commissioned report that the existing policy has led to poor quality, cramped flats with low quality of life for their residents.",https://www.bbc.co.uk/news/uk-53669432,http://feeds.bbci.co.uk/news/uk/rss.xml,c1b4af2c54b4de4f8c319052c056c372c9887518570a1bf7ea142cbef3da4a4a,2020-08-06 13:15:10.504906
2020-08-06 13:15:12.545328,"Thu, 06 Aug 2020 11:28:58 GMT",John Higgins 147: Former champion makes 11th World Championship maximum,"Last updated on .From the section Snooker  World Snooker Championship: 'Sensational' John Higgins makes 147 maximum break  Betfred World Championship Venue: Crucible Theatre, Sheffield Dates: 31 July-16 August Coverage: Watch live on BBC One, BBC Two, BBC Four and Red Button, with uninterrupted coverage on BBC iPlayer, BBC Sport website and BBC Sport app. Full details and times.  Former champion John Higgins made the first 147 maximum break at the World Championship since 2012.  Higgins, 45, bumped elbows with opponent Kurt Maflin to celebrate what was his 10th career maximum break but his first at the Crucible.  It was the 11th 147 at the World Championship and the first since fellow Scot Stephen Hendry made the last of his three Crucible maximums.  The break came in the 12th frame of Higgins' second-round match.  With no crowd in the Crucible Theatre because of the coronavirus pandemic, there was no standing ovation or clapping to mark the achievement, while Higgins himself hardly celebrated as he walked off for the mid-session interval trailing the Norwegian 7-5.  The clearance puts the four-time world champion in line for a £40,000 bonus for the maximum, as well as the £15,000 highest break prize.  ""That was incredible,"" said BBC TV analyst Joe Perry. ""There was nothing else to put on his CV apart from the Crucible 147 and now he's done it.  ""Crowd or no crowd, making a 147 is special because you have to be perfect on every shot.""  Higgins predicted there would be a 147 before the championship and stated that this year's tournament could be the best ever in terms of standard.  He continued to fight back after the interval and levelled the match at 8-8 at the end of the session.  The best-of-25 match plays to a finish at 19:00 BST on Thursday.  Maximums at the World Championship  Higgins joins six other in making a 147 break on the biggest stage of all.  Canada's Cliff Thorburn was the first player to do it in 1983  Jimmy White made the second 147 in 1992  Stephen Hendry and Ronnie O'Sullivan have both made three 147s  O'Sullivan's first 147 in 1997 took just five minutes and eight seconds  Mark Williams and Ali Carter are the other players to have achieved it  O'Sullivan and Carter made 147s in 2008 - the only time two have been made in the same championship  All 10 previous World Championship 147s  Full tournament schedule and results  BBC coverage times and channels  Sign up to My Sport to follow snooker news on the BBC app.",https://www.bbc.co.uk/sport/snooker/53680050,http://feeds.bbci.co.uk/news/uk/rss.xml,ab7ffb99bd5b5187b6e7f9d49432db5ec9704f0e70151f018dd70a38982fbe9a,2020-08-06 13:15:10.504906
2020-08-06 13:15:12.744794,"Thu, 06 Aug 2020 12:09:33 GMT",Met officer Benjamin Hannam in court for terror offence,"Image copyright PA Media Image caption Benjamin Hannam covered his face as he appeared at Westminster Magistrates' Court  A Met Police officer has appeared in court accused of being a member of a banned neo-Nazi group.  Benjamin Hannam is accused of being part of National Action and lying on police application and vetting forms about his membership to the group.  He faces one terror offence, two fraud offences and one count each of possessing an indecent, and a prohibited, image of a child.  The 22-year-old was granted bail by Westminster magistrates.  He gave no indication of plea and will appear at the Old Bailey on 14 August.  Mr Hannam, of Enfield, was charged following an investigation by the Met's counter-terrorism unit.  He is accused of being part of National Action between 17 December 2016 and 1 January 2018, contrary to section 11 of the Terrorism Act 2000.  The extremist group was outlawed under terrorism legislation in December 2016.  Mr Hannam is further charged with possession of an indecent photograph of a child in 2018 and possession of a prohibited image of a child in 2016.  The officer, who joined the Met in March 2018, is also accused of falsely representing in his application to join the force that he had not been a member of National Action.  He is further accused of falsely representing in his vetting form that he had not been a member of the group.",https://www.bbc.co.uk/news/uk-england-london-53679449,http://feeds.bbci.co.uk/news/uk/rss.xml,ee78bd02eea4bd41a8d5fa82a6db8653e2cacca6d2ee1029a685368e108b883a,2020-08-06 13:15:10.504906
